"Y","GalM","Pgm","AldM","GlvA","GlvB","GlvC","MalE","MalF","MalG","MdxE","MdxF","MdxG","MalK","MxmX","SusCm","SusDm","MalM","MalT","MalY","Agl3","MelD","Agl1","AglA","MalL","AmyA","AmyAc","MalS","ApuB_bif","PulA","NplT","GlgX","MalP","MalP2","GlgP","Gde2","MalQ","MalZ","Cga","SusA","SusB","SusB2","GlvG","Gaa","DexA","DexB","MalR","MalR2","MalR3","MalR6","MalR7","MalR8"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1","1","1","0","0","1","1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
