"Y","HisR","HisG","HisZ","HisE","HisI","HisA","HisH","HisF","HisB","HisC","HisJ1","HisJ2","HisD","YuiF","HisX","HisY","HisZt","HisJt","HisQ","HisM","HisP","HutT","HisT","HutT2"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","1"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","0","0"
"1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
